Date,Visits,Orders,va_closer_id,Marketing Channel,Units,BasePrice,Revenue,DiscountTotal
2019-02-18,1096,20,4,Email,78,2779,9188.69,2301.4
2019-02-18,964,63,5,Affiliate,243,9035,33502.69,4063
2019-02-18,6143,80,6,Direct,303,12375,39313.86,10734.95
2019-02-18,1431,15,7,Session Refresh,58,2436,8640.09,1523.1
2019-02-18,44,0,8,Organic Social,0,0,0,0
2019-02-18,1870,16,9,Referring Domain,61,2556,8609.08,1874.85
2019-02-19,8303,32,1,Paid Search,126,5156,18512.63,3272.1
2019-02-19,29525,138,2,Organic Search,527,21612,75266.71,13402.1
2019-02-19,357,1,3,Display,4,101,285.58,141.4
2019-02-19,676,19,4,Email,73,2972,9281.78,2825.8
2019-02-19,753,41,5,Affiliate,151,6345,21341.47,2962
2019-02-19,5860,79,6,Direct,296,12207,38163.61,9098.75
2019-02-19,1375,11,7,Session Refresh,34,1425,3921.54,708.9
2019-02-19,50,0,8,Organic Social,0,0,0,0
2019-02-19,2156,15,9,Referring Domain,59,2360,8378.74,1615.2
2019-02-20,10859,24,1,Paid Search,84,3683,11562.54,2037.1
2019-02-20,28956,97,2,Organic Search,344,14928,49587.65,7070.65
2019-02-20,376,1,3,Display,1,247,270.8,0
2019-02-20,479,12,4,Email,46,1980,5983.41,2126.2
2019-02-20,667,25,5,Affiliate,98,3737,13949.27,1646.8
2019-02-20,5356,58,6,Direct,213,9500,26865.05,8653.65
2019-02-20,1606,6,7,Session Refresh,21,1572,3278.85,1179.8
2019-02-20,87,0,8,Organic Social,0,0,0,0
2019-02-20,1920,6,9,Referring Domain,24,898,3154.29,688.2
2019-02-21,10491,20,1,Paid Search,74,3159,10007.71,2448
2019-02-21,28978,79,2,Organic Search,281,12487,38428.69,7262.85
2019-02-21,420,0,3,Display,0,0,0,0
2019-02-21,373,10,4,Email,35,1735,4849.01,1880
2019-02-21,707,19,5,Affiliate,68,3159,9864.98,1788.4
2019-02-21,5306,63,6,Direct,229,9984,29616.68,10117.5
2019-02-21,1632,8,7,Session Refresh,29,1110,3817.68,606.6
2019-02-21,62,1,8,Organic Social,4,88,258.25,123.2
2019-02-21,1933,12,9,Referring Domain,48,1682,6110.65,1199
2019-02-22,10073,34,1,Paid Search,122,5022,16547.77,2728.2
2019-02-22,29568,96,2,Organic Search,341,14542,47044,8512.8
2019-02-22,394,0,3,Display,0,0,0,0
2019-02-22,438,7,4,Email,23,1247,2680.2,1115.8
2019-02-22,648,17,5,Affiliate,59,2746,8189.25,1442.3
2019-02-22,5383,51,6,Direct,190,7918,23099.47,8466.7
2019-02-22,1583,8,7,Session Refresh,31,1615,5085.96,1689.8
2019-02-22,44,0,8,Organic Social,0,0,0,0
2019-02-22,1837,10,9,Referring Domain,38,1604,5076.3,1439.4
2019-02-23,10115,22,1,Paid Search,82,3323,12347.62,1078.6
2019-02-23,28027,63,2,Organic Search,223,9361,31552.94,4791.15
2019-02-23,424,0,3,Display,0,0,0,0
2019-02-23,309,4,4,Email,12,508,1144.69,562.8
2019-02-23,607,23,5,Affiliate,82,3392,11913.22,1145.25
2019-02-23,4452,40,6,Direct,147,6298,19106,5811.55
2019-02-23,1513,3,7,Session Refresh,12,498,1255.88,327.6
2019-02-23,31,1,8,Organic Social,4,127,437.08,101.6
2019-02-23,1591,6,9,Referring Domain,21,1036,3099.18,838.8
2019-02-24,9389,24,1,Paid Search,81,3533,12629.14,637.2
2019-02-24,24490,48,2,Organic Search,175,7271,24403.06,3366.65
2019-02-24,402,0,3,Display,0,0,0,0
2019-02-24,175,1,4,Email,4,100,291.28,140
2019-02-24,483,20,5,Affiliate,77,3223,12597.52,961.75
2019-02-24,3862,29,6,Direct,111,4385,13853.26,4071.2
2019-02-24,1272,3,7,Session Refresh,8,349,777.88,195.4
2019-02-24,27,0,8,Organic Social,0,0,0,0
2019-02-24,1683,7,9,Referring Domain,28,995,3826.49,467.6
2019-02-25,10969,37,1,Paid Search,127,5667,18080.96,2488.65
2019-02-25,31084,72,2,Organic Search,267,12020,40966.87,5269.8
2019-02-25,349,0,3,Display,0,0,0,0
2019-02-25,494,6,4,Email,22,962,2445.48,1241.8
2019-02-25,729,32,5,Affiliate,115,5199,16675.89,3002.8
2019-02-25,5434,52,6,Direct,184,7533,21171.9,6705.75
2019-02-25,1646,12,7,Session Refresh,44,1957,5925.78,1886.55
2019-02-25,64,0,8,Organic Social,0,0,0,0
2019-02-25,1994,7,9,Referring Domain,24,1039,3538.63,381.6
2019-02-26,7383,29,1,Paid Search,99,4601,14580.7,2827.75
2019-02-26,29553,93,2,Organic Search,330,14221,45959.11,8811.85
2019-02-26,359,0,3,Display,0,0,0,0
2019-02-26,379,10,4,Email,40,1634,4990.67,1941.8
2019-02-26,799,20,5,Affiliate,74,3235,10264.3,1585.45
2019-02-26,5176,63,6,Direct,237,9772,30668.63,8523.2
2019-02-26,1642,5,7,Session Refresh,16,772,2174.44,553
2019-02-26,44,0,8,Organic Social,0,0,0,0
2019-02-26,1733,11,9,Referring Domain,39,1564,5121.99,606.2
2019-02-27,6654,35,1,Paid Search,130,6504,18883.33,5558.45
2019-02-27,30891,94,2,Organic Search,322,14384,46154.04,6574.6
2019-02-27,339,0,3,Display,0,0,0,0
2019-02-27,448,7,4,Email,26,1384,3832.01,1306.2
2019-02-27,851,36,5,Affiliate,141,6014,20615.16,3483.2
2019-02-27,5114,66,6,Direct,235,10344,29899.17,9882.7
2019-02-27,1580,22,7,Session Refresh,84,3167,10279,2708
2019-02-27,35,0,8,Organic Social,0,0,0,0
2019-02-27,1437,8,9,Referring Domain,30,1328,4182.94,1056.1
2019-02-28,7339,29,1,Paid Search,109,4677,16308.15,2767.85
2019-02-28,29209,100,2,Organic Search,369,15110,50400.92,8930.25
2019-02-28,325,0,3,Display,0,0,0,0
2019-02-28,507,7,4,Email,24,980,2480.45,1237.6
2019-02-28,797,31,5,Affiliate,118,4744,17456.32,1994.4
2019-02-28,5593,71,6,Direct,268,11958,36576.24,10993.55
2019-02-28,1565,14,7,Session Refresh,47,1910,5722.74,819.85
2019-02-28,33,0,8,Organic Social,0,0,0,0
2019-02-28,1470,12,9,Referring Domain,43,1714,5855.66,830
2019-03-01,10136,33,1,Paid Search,128,5186,18768.78,2708.6
2019-03-01,30249,85,2,Organic Search,295,13943,45942.12,5877.2
2019-03-01,324,1,3,Display,4,82,364.52,0
2019-03-01,460,7,4,Email,25,1109,3019.33,1149.5
2019-03-01,697,22,5,Affiliate,84,3215,11848.41,1451.5
2019-03-01,5805,64,6,Direct,235,10608,30569.75,10574.5
2019-03-01,1600,10,7,Session Refresh,37,1423,4474.67,1339.8
2019-03-01,48,1,8,Organic Social,4,114,326.37,159.6
2019-03-01,1755,8,9,Referring Domain,34,1291,4747.18,1296.55
2019-03-02,10049,19,1,Paid Search,66,2900,9600.05,1185.05
2019-03-02,27785,69,2,Organic Search,237,11647,36458.01,4618.25
2019-03-02,255,0,3,Display,0,0,0,0
2019-03-02,291,2,4,Email,8,341,1062.5,334.2
2019-03-02,613,20,5,Affiliate,67,3025,9704.32,1129.35
2019-03-02,4847,43,6,Direct,150,6453,18596.88,5784.85
2019-03-02,1511,8,7,Session Refresh,28,1162,3899.21,683
2019-03-02,42,0,8,Organic Social,0,0,0,0
2019-03-02,1585,6,9,Referring Domain,24,910,3422.03,480
2019-03-03,9425,29,1,Paid Search,107,4508,15146.85,3053
2019-03-03,25345,68,2,Organic Search,237,10403,32997.06,6081.4
2019-03-03,268,0,3,Display,0,0,0,0
2019-03-03,197,0,4,Email,0,0,0,0
2019-03-03,509,17,5,Affiliate,68,2462,9216,1550.3
2019-03-03,4331,36,6,Direct,137,5358,16812.27,4849.4
2019-03-03,1451,7,7,Session Refresh,23,860,2348.3,737.6
2019-03-03,22,0,8,Organic Social,0,0,0,0
2019-03-03,1421,5,9,Referring Domain,18,747,2447.49,526.4
2019-03-04,11555,41,1,Paid Search,153,6324,23410.71,2027.6
2019-03-04,31038,99,2,Organic Search,346,15869,50526.24,7622.55
2019-03-04,310,0,3,Display,0,0,0,0
2019-03-04,625,7,4,Email,25,1011,2959.17,1038.8
2019-03-04,735,21,5,Affiliate,77,2975,10711.87,1239.9
2019-03-04,6293,57,6,Direct,204,9486,26786.84,9734.9
2019-03-04,1736,10,7,Session Refresh,32,1546,4412.58,996.1
2019-03-04,30,0,8,Organic Social,0,0,0,0
2019-03-04,1981,12,9,Referring Domain,37,1856,5040.87,1584.65
2019-03-05,11626,40,1,Paid Search,135,6791,20682.76,4018.6
2019-03-05,29543,89,2,Organic Search,329,13702,44435.34,9956.45
2019-03-05,260,1,3,Display,2,137,193.68,95.9
2019-03-05,440,3,4,Email,12,406,1367,338.8
2019-03-05,769,27,5,Affiliate,105,4025,14570.95,2303
2019-03-05,5658,72,6,Direct,252,11058,32034.68,8902.6
2019-03-05,1686,7,7,Session Refresh,28,1063,3459.47,1106
2019-03-05,57,1,8,Organic Social,2,142,199.37,99.4
2019-03-05,2135,8,9,Referring Domain,31,1636,4808.68,1649.85
2019-03-06,11230,29,1,Paid Search,102,4459,14421.01,3226
2019-03-06,29174,104,2,Organic Search,372,15471,49770.03,9431.05
2019-03-06,394,0,3,Display,0,0,0,0
2019-03-06,463,10,4,Email,40,1432,4076,2067.8
2019-03-06,722,23,5,Affiliate,83,3272,11386.94,1517.4
2019-03-06,5567,51,6,Direct,183,8638,25948.31,7274.75
2019-03-06,1609,6,7,Session Refresh,23,994,3466.83,892.1
2019-03-06,38,0,8,Organic Social,0,0,0,0
2019-03-06,2437,13,9,Referring Domain,47,1765,5605.66,1164.3
2019-03-07,11049,39,1,Paid Search,154,6675,23507.21,4838.2
2019-03-07,28448,81,2,Organic Search,288,12919,42218.88,7544.65
2019-03-07,307,0,3,Display,0,0,0,0
2019-03-07,432,7,4,Email,25,983,2537.14,1191.4
2019-03-07,781,32,5,Affiliate,106,5283,15893.82,2017.35
2019-03-07,6495,69,6,Direct,239,11370,30559.48,10127.65
2019-03-07,1564,2,7,Session Refresh,8,350,1514.56,0
2019-03-07,29,1,8,Organic Social,4,71,196.39,99.4
2019-03-07,3147,7,9,Referring Domain,28,1342,4770.45,934.8
2019-03-08,11124,27,1,Paid Search,101,4177,13946.29,3288
2019-03-08,28147,93,2,Organic Search,326,13992,44637.38,8401.4
2019-03-08,310,0,3,Display,0,0,0,0
2019-03-08,452,6,4,Email,19,933,2130.05,918.55
2019-03-08,804,29,5,Affiliate,103,4349,14139.95,2752.8
2019-03-08,6036,55,6,Direct,207,9299,26858.7,9550.8
2019-03-08,1483,5,7,Session Refresh,17,699,2245.28,305
2019-03-08,46,0,8,Organic Social,0,0,0,0
2019-03-08,2290,11,9,Referring Domain,42,1583,5348.17,1191.2
2019-03-09,11241,19,1,Paid Search,66,2714,8781.41,1377.8
2019-03-09,27581,72,2,Organic Search,257,11321,36063.52,7623.35
2019-03-09,382,0,3,Display,0,0,0,0
2019-03-09,304,2,4,Email,8,249,860.72,198.6
2019-03-09,712,24,5,Affiliate,81,3156,10173.07,1390.6
2019-03-09,5117,47,6,Direct,172,8138,22863.34,7310.95
2019-03-09,1165,8,7,Session Refresh,25,1323,3249.54,1025.85
2019-03-09,31,1,8,Organic Social,4,121,334.34,169.4
2019-03-09,1842,6,9,Referring Domain,16,956,2326.72,427.2
2019-03-10,10431,25,1,Paid Search,88,4063,13468.71,1633.8
2019-03-10,23525,50,2,Organic Search,167,7202,23084.55,3258.35
2019-03-10,318,0,3,Display,0,0,0,0
2019-03-10,155,1,4,Email,2,85,189.22,0
2019-03-10,598,20,5,Affiliate,75,2888,10647.26,1378.6
2019-03-10,4394,29,6,Direct,105,4000,10893.09,4120.65
2019-03-10,1134,4,7,Session Refresh,15,698,2240.16,760.6
2019-03-10,23,0,8,Organic Social,0,0,0,0
2019-03-10,1515,2,9,Referring Domain,6,308,774.29,218.6
2019-03-11,11906,32,1,Paid Search,113,5187,16844.65,2923.85
2019-03-11,31249,98,2,Organic Search,337,15266,49697.76,7495.7
2019-03-11,260,0,3,Display,0,0,0,0
2019-03-11,584,4,4,Email,10,619,1497.72,251.3
2019-03-11,1098,43,5,Affiliate,159,7193,24460.51,4071.85
2019-03-11,6080,67,6,Direct,240,10809,31335.38,10400.3
2019-03-11,1624,10,7,Session Refresh,35,1575,5269.94,872.2
2019-03-11,49,0,8,Organic Social,0,0,0,0
2019-03-11,1949,3,9,Referring Domain,9,492,1075.94,386.25
2019-03-12,11153,36,1,Paid Search,117,6030,16459.54,3531.9
2019-03-12,29460,88,2,Organic Search,319,14164,44172.07,8681.75
2019-03-12,386,1,3,Display,4,205,894.65,0
2019-03-12,421,12,4,Email,43,1988,5421.51,2215.5
2019-03-12,953,32,5,Affiliate,109,4894,15756.16,1736.4
2019-03-12,5841,53,6,Direct,197,8465,25635.72,8183.05
2019-03-12,1448,9,7,Session Refresh,31,1299,4064.72,917.1
2019-03-12,36,0,8,Organic Social,0,0,0,0
2019-03-12,1922,9,9,Referring Domain,29,1321,4061.09,660.75
2019-03-13,11176,26,1,Paid Search,95,4227,15169.8,1793
2019-03-13,29175,82,2,Organic Search,294,12685,41524.57,7642.85
2019-03-13,379,0,3,Display,0,0,0,0
2019-03-13,373,4,4,Email,16,676,2149.08,704.4
2019-03-13,945,39,5,Affiliate,143,5418,18781.56,3082.6
2019-03-13,5584,52,6,Direct,191,8028,24735.34,6885.2
2019-03-13,1432,9,7,Session Refresh,34,1125,3606.2,1034.6
2019-03-13,42,0,8,Organic Social,0,0,0,0
2019-03-13,2020,10,9,Referring Domain,40,1712,6684.74,773.8
2019-03-14,10962,23,1,Paid Search,89,3507,12227.83,2409.2
2019-03-14,28821,79,2,Organic Search,266,11384,37282.53,3879.3
2019-03-14,360,0,3,Display,0,0,0,0
2019-03-14,428,8,4,Email,26,1131,2947.67,1080.4
2019-03-14,752,31,5,Affiliate,116,4140,14435,2397.4
2019-03-14,5623,69,6,Direct,252,11279,33717.08,10788.9
2019-03-14,1535,7,7,Session Refresh,28,1257,3358.01,774.2
2019-03-14,31,0,8,Organic Social,0,0,0,0
2019-03-14,1845,7,9,Referring Domain,28,1061,3601.64,955.6
2019-03-15,11051,30,1,Paid Search,105,4709,15714.64,2565.9
2019-03-15,29228,77,2,Organic Search,275,11978,38420.38,7593.05
2019-03-15,271,0,3,Display,0,0,0,0
2019-03-15,399,3,4,Email,10,431,1030.3,518
2019-03-15,815,24,5,Affiliate,75,3536,10347.8,1669.2
2019-03-15,6043,62,6,Direct,228,9784,29121.22,9401.35
2019-03-15,1583,5,7,Session Refresh,18,759,2160.9,777.7
2019-03-15,46,0,8,Organic Social,0,0,0,0
2019-03-15,1745,8,9,Referring Domain,23,1166,2876.74,864.7
2019-03-16,11127,21,1,Paid Search,73,2892,9423.81,1363.4
2019-03-16,27987,58,2,Organic Search,212,8620,28952.36,4970.55
2019-03-16,310,0,3,Display,0,0,0,0
2019-03-16,304,5,4,Email,18,814,2115.2,1049.3
2019-03-16,630,29,5,Affiliate,98,4612,14401.08,2343.75
2019-03-16,4999,40,6,Direct,128,6725,17451.93,5606.8
2019-03-16,1224,8,7,Session Refresh,30,1149,4075.46,429.9
2019-03-16,26,1,8,Organic Social,4,348,999.28,487.2
2019-03-16,1452,7,9,Referring Domain,26,1021,3154.53,886.2
2019-03-17,10067,20,1,Paid Search,78,2620,8967.71,1952
2019-03-17,1,0,15,none,0,0,0,0
2019-03-17,25010,58,2,Organic Search,195,8819,27663.97,3155.85
2019-03-17,339,0,3,Display,0,0,0,0
2019-03-17,145,3,4,Email,10,395,1036.34,399
2019-03-17,537,21,5,Affiliate,76,3498,11957.54,1720.5
2019-03-17,4013,34,6,Direct,129,5221,16429.17,4544.55
2019-03-17,1057,2,7,Session Refresh,8,293,845.68,410.2
2019-03-17,26,0,8,Organic Social,0,0,0,0
2019-03-17,1231,3,9,Referring Domain,12,480,1930.42,125
2019-03-18,13316,52,1,Paid Search,186,9130,27574.33,5377.55
2019-03-18,33074,112,2,Organic Search,401,18163,55362.41,13403.95
2019-03-18,336,0,3,Display,0,0,0,0
2019-03-18,1365,16,4,Email,59,2448,7661.21,2075.2
2019-03-18,884,39,5,Affiliate,133,5759,18240.78,2528.45
2019-03-18,6852,74,6,Direct,257,11451,33348.06,10381.8
2019-03-18,1213,18,7,Session Refresh,64,2653,7663.91,2600.7
2019-03-18,37,0,8,Organic Social,0,0,0,0
2019-03-18,1918,11,9,Referring Domain,42,1912,5956.31,1857.8
2019-03-19,10687,43,1,Paid Search,154,6378,20354.22,3868.2
2019-03-19,32083,130,2,Organic Search,474,19553,63464.99,12918
2019-03-19,367,2,3,Display,8,338,1150.34,278.4
2019-03-19,671,9,4,Email,32,1493,4504.58,1222
2019-03-19,805,37,5,Affiliate,130,5409,17560.17,2760.55
2019-03-19,6487,76,6,Direct,298,12707,37744.64,12945
2019-03-19,1243,6,7,Session Refresh,24,835,2764.96,817
2019-03-19,93,0,8,Organic Social,0,0,0,0
2019-03-19,1956,9,9,Referring Domain,32,1333,4027.42,965.3
2019-03-20,10877,47,1,Paid Search,167,7091,21588.84,5564.2
2019-03-20,31906,140,2,Organic Search,499,21543,68376.8,13816.3
2019-03-20,254,0,3,Display,0,0,0,0
2019-03-20,643,9,4,Email,34,1369,4465.85,1093.8
2019-03-20,744,37,5,Affiliate,138,5299,18916.84,2367.2
2019-03-20,6339,70,6,Direct,243,10437,30539.46,9332.3
2019-03-20,1148,12,7,Session Refresh,36,1756,4405.88,1301.2
2019-03-20,44,0,8,Organic Social,0,0,0,0
2019-03-20,1986,11,9,Referring Domain,42,1690,4904.82,1010.2
2019-03-21,8544,42,1,Paid Search,146,6482,19823.84,3847.1
2019-03-21,31284,130,2,Organic Search,473,19938,61358.82,14956.3
2019-03-21,299,0,3,Display,0,0,0,0
2019-03-21,537,8,4,Email,28,1221,3777.36,1006.4
2019-03-21,714,30,5,Affiliate,104,4471,13416.79,2277.85
2019-03-21,5962,50,6,Direct,181,7145,21151.29,6571
2019-03-21,1160,12,7,Session Refresh,46,1858,5420.69,1860.2
2019-03-21,49,0,8,Organic Social,0,0,0,0
2019-03-21,1949,9,9,Referring Domain,27,1278,3372.65,689.4
2019-03-22,10640,42,1,Paid Search,154,7204,22926.69,4845.3
2019-03-22,30988,120,2,Organic Search,428,18833,59713.58,11519.25
2019-03-22,342,0,3,Display,0,0,0,0
2019-03-22,576,9,4,Email,34,1557,4428.31,1784.6
2019-03-22,711,29,5,Affiliate,104,4400,15089.92,2015.05
2019-03-22,6231,48,6,Direct,182,7782,25436.83,6380.3
2019-03-22,1136,9,7,Session Refresh,27,1308,3199.21,975.25
2019-03-22,39,0,8,Organic Social,0,0,0,0
2019-03-22,1827,10,9,Referring Domain,32,1879,4716.67,1078.8
2019-03-23,10643,26,1,Paid Search,98,3875,13412.29,2324.25
2019-03-23,29494,81,2,Organic Search,294,11793,37902.57,7423.8
2019-03-23,321,0,3,Display,0,0,0,0
2019-03-23,409,0,4,Email,0,0,0,0
2019-03-23,652,29,5,Affiliate,104,4131,14241.6,1908.4
2019-03-23,5138,39,6,Direct,141,6385,18469.65,5947.65
2019-03-23,1020,10,7,Session Refresh,38,1408,4544.62,1167.2
2019-03-23,25,1,8,Organic Social,2,104,203.16,20
2019-03-23,1622,6,9,Referring Domain,17,1245,3675.07,230
2019-03-24,10184,21,1,Paid Search,76,3171,10489.69,1722.2
2019-03-24,26753,86,2,Organic Search,303,13681,43805.35,7637.05
2019-03-24,380,0,3,Display,0,0,0,0
2019-03-24,250,5,4,Email,18,783,2479.12,546.8
2019-03-24,590,23,5,Affiliate,79,3746,11164.85,1693.7
2019-03-24,4685,42,6,Direct,155,6449,19598.11,5037.5
2019-03-24,927,2,7,Session Refresh,8,289,817.61,404.6
2019-03-24,30,0,8,Organic Social,0,0,0,0
2019-03-24,1525,2,9,Referring Domain,6,270,595.41,296.8
2019-03-25,10780,44,1,Paid Search,165,7040,22178.63,4752.8
2019-03-25,34726,123,2,Organic Search,458,19676,63107.42,13156.45
2019-03-25,284,3,3,Display,10,597,1161.94,412
2019-03-25,1344,22,4,Email,78,3495,10414.21,2860.4
2019-03-25,858,45,5,Affiliate,168,7515,23946.79,4068
2019-03-25,6637,71,6,Direct,271,11677,35208.51,12655.25
2019-03-25,1236,15,7,Session Refresh,48,2061,6005.59,1204.5
2019-03-25,53,0,8,Organic Social,0,0,0,0
2019-03-25,2100,11,9,Referring Domain,37,1919,5535.32,1551
2019-03-26,9398,52,1,Paid Search,192,8591,27411.16,5322.95
2019-03-26,32356,104,2,Organic Search,377,15292,49857.68,9399.85
2019-03-26,274,1,3,Display,4,154,438.04,215.6
2019-03-26,671,14,4,Email,48,2327,6142.83,2280.1
2019-03-26,852,57,5,Affiliate,213,9120,30943.07,5330.65
2019-03-26,6348,77,6,Direct,281,12884,38177.42,11654.8
2019-03-26,1244,18,7,Session Refresh,69,2810,8705.7,3072.05
2019-03-26,47,0,8,Organic Social,0,0,0,0
2019-03-26,2128,9,9,Referring Domain,33,1653,5255.6,902.6
2019-03-27,11167,38,1,Paid Search,128,5818,16842.61,3785.5
2019-03-27,30912,133,2,Organic Search,486,20984,67086.99,13350.85
2019-03-27,191,0,3,Display,0,0,0,0
2019-03-27,552,7,4,Email,22,1052,2692.63,839.1
2019-03-27,775,40,5,Affiliate,137,6114,18836.95,2833.75
2019-03-27,6484,69,6,Direct,261,12045,33983.91,10603.35
2019-03-27,1201,11,7,Session Refresh,37,1667,4850.12,1343.55
2019-03-27,91,1,8,Organic Social,4,111,305.9,155.4
2019-03-27,1995,17,9,Referring Domain,53,2560,7580.78,1263.2
2019-03-28,9411,37,1,Paid Search,141,5962,20894.82,3791.6
2019-03-28,30034,106,2,Organic Search,387,16957,52046.85,12741.6
2019-03-28,70,0,3,Display,0,0,0,0
2019-03-28,540,11,4,Email,39,1634,4177.24,1256.4
2019-03-28,818,42,5,Affiliate,152,6441,21213.34,3652.6
2019-03-28,6667,68,6,Direct,249,11320,32542.67,11287.45
2019-03-28,1190,15,7,Session Refresh,47,2303,5482.81,1886.8
2019-03-28,40,1,8,Organic Social,4,123,355.28,172.2
2019-03-28,2027,7,9,Referring Domain,28,990,3129.94,1060.8
2019-03-29,10796,47,1,Paid Search,170,7222,23470.15,4572.2
2019-03-29,30052,104,2,Organic Search,379,16199,52981.63,10664.6
2019-03-29,230,1,3,Display,4,164,461.58,229.6
2019-03-29,621,15,4,Email,59,2148,6420.58,2472.6
2019-03-29,783,32,5,Affiliate,120,5156,16709.71,3136.1
2019-03-29,7113,75,6,Direct,279,11545,36285.7,10154.7
2019-03-29,1185,15,7,Session Refresh,52,2464,6976.47,2212.2
2019-03-29,41,1,8,Organic Social,4,116,337.24,162.4
2019-03-29,1992,8,9,Referring Domain,30,1146,3669.87,945.6
2019-03-30,11204,44,1,Paid Search,159,6848,21760.51,3807.25
2019-03-30,28176,92,2,Organic Search,339,14779,49238.01,7885.2
2019-03-30,122,1,3,Display,4,108,399.43,60
2019-03-30,425,5,4,Email,18,670,2201.06,467.7
2019-03-30,623,34,5,Affiliate,130,5374,19241.01,3040.6
2019-03-30,5980,59,6,Direct,220,9536,28916.33,8758
2019-03-30,1074,13,7,Session Refresh,39,2647,5897.79,2016.3
2019-03-30,52,0,8,Organic Social,0,0,0,0
2019-03-30,1554,7,9,Referring Domain,25,963,3122.08,593.25
2019-03-31,11077,54,1,Paid Search,204,9102,31455.71,5663.45
2019-03-31,1,0,15,none,0,0,0,0
2019-03-31,25453,84,2,Organic Search,301,12769,41641.13,6503.65
2019-03-31,404,0,3,Display,0,0,0,0
2019-03-31,292,7,4,Email,28,1331,4531.39,1152.8
2019-03-31,550,33,5,Affiliate,124,5600,19302.5,2619.6
2019-03-31,5408,61,6,Direct,223,9877,28451.63,9637.3
2019-03-31,900,5,7,Session Refresh,20,895,2977.28,862
2019-03-31,39,0,8,Organic Social,0,0,0,0
2019-03-31,1545,11,9,Referring Domain,44,1975,7094.3,1360.6
2019-04-01,14710,41,1,Paid Search,149,5949,19624.32,3224.9
2019-04-01,34364,83,2,Organic Search,279,13502,38850.52,8974.8
2019-04-01,595,0,3,Display,0,0,0,0
2019-04-01,931,13,4,Email,42,1816,4357.96,1896.3
2019-04-01,1126,41,5,Affiliate,145,6095,20851.93,2421
2019-04-01,7729,43,6,Direct,146,6892,18007.31,6448.85
2019-04-01,1378,12,7,Session Refresh,44,1795,5670.43,1484.7
2019-04-01,93,2,8,Organic Social,5,352,887.81,35.8
2019-04-01,2076,11,9,Referring Domain,40,2069,6312.23,1702.1
2019-04-02,14369,38,1,Paid Search,131,5484,17791.32,2808.7
2019-04-02,31946,70,2,Organic Search,233,11118,34552.56,4873.35
2019-04-02,1426,1,3,Display,2,161,233.84,112.7
2019-04-02,601,9,4,Email,31,1648,4510.03,1636
2019-04-02,832,35,5,Affiliate,114,5133,16144.07,2409.95
2019-04-02,7004,57,6,Direct,203,9182,26101.59,7822.4
2019-04-02,1294,7,7,Session Refresh,25,1103,4062.4,383.6
2019-04-02,144,0,8,Organic Social,0,0,0,0
2019-04-02,2208,8,9,Referring Domain,28,1175,3744.83,835.4
2019-04-03,14456,35,1,Paid Search,115,5710,18133.7,2113.3
2019-04-03,31437,74,2,Organic Search,258,11240,36128.45,6277.8
2019-04-03,2106,4,3,Display,14,612,2065.69,323.4
2019-04-03,449,7,4,Email,28,993,2919.57,1271.2
2019-04-03,884,38,5,Affiliate,128,5801,16819.44,3075.05
2019-04-03,7036,58,6,Direct,187,9067,23957.28,7675.7
2019-04-03,1469,3,7,Session Refresh,9,505,1230.97,217.25
2019-04-03,92,0,8,Organic Social,0,0,0,0
2019-04-03,2291,8,9,Referring Domain,28,1886,4855.98,1028.2
2019-04-04,14287,33,1,Paid Search,117,5041,15878.41,3014.5
2019-04-04,31548,64,2,Organic Search,217,9999,31363.78,5311.95
2019-04-04,1533,4,3,Display,16,571,2231.76,208.6
2019-04-04,466,6,4,Email,18,1016,2563.03,854
2019-04-04,805,31,5,Affiliate,114,4971,16320.49,2484.55
2019-04-04,7281,46,6,Direct,156,6828,18151.9,6589.65
2019-04-04,1506,5,7,Session Refresh,18,572,1983.87,149.6
2019-04-04,107,0,8,Organic Social,0,0,0,0
2019-04-04,2012,3,9,Referring Domain,6,769,1487.1,166
2019-04-05,12791,27,1,Paid Search,94,4865,14393.37,3467
2019-04-05,29852,60,2,Organic Search,225,10490,33938.32,7024.4
2019-04-05,2277,4,3,Display,14,567,2064.17,31.6
2019-04-05,464,7,4,Email,28,1203,3508.37,1545
2019-04-05,838,33,5,Affiliate,126,4421,15468.21,2524.8
